"PRECID","PFIRM","POFFIC","PACCT","PATYPE","PCTYM","PSTRIK","PTDATE","PBS","PSPRED","PTRACE","PCLASS","PQTY","PMKVAL","PLTDAT","PEXCH","PFC","PTRDEX","PCLOSE","POC","PCARD","PGIVIO","PGIVF#","PORDTY","PDELET","PDEST","PUSER","PTPRIC","PSNAME","PSDSC1","PPRTPR","PPRTCP","PYSTMV","PBQTY","PSQTY","PCUSIP","PFEE1","PFEE2","PFEE3","PFEE4","PFEE5","PFEE6","PFEE7","PFEE8","PFEE9","PGICHG","PBKCHG","POTHER","PFUFE1","PFUFE2","PFUFE3","PFUFE4","PFUFE5","PFUFE6","PFUFE7","PFUFE8","PFUFE9","PFUGIV","PFUBKG","PFUOTH","PDELTA","PCOMM","PDEAL","PSDATE","PUNDCP","PCMNT1"
"Q","G","1T1","XXXXX","U1","202103","0.00000000","20210119","2"," ","1E12 E9GM0","T","-10.0000","-3000.00","20210312","01","C-","01","5.26000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.32000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   5.32    ","   5.26    ","0.00","0.0000","-10.0000",".AC-0000021C","5.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.00","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210119","0.00000000","  "
"Q","G","1T1","XXXXX","U1","202103","0.00000000","20210129","2"," ","1E12 E9L20","T","-4.0000","2400.00","20210312","01","C-","01","5.47000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.35000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   5.35    ","   5.47    ","0.00","0.0000","-4.0000",".AC-0000021C","2.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.40","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210129","0.00000000","  "
"Q","G","1T1","XXXXX","U1","202103","0.00000000","20210202","2"," ","1E12 E9LS0","T","-3.0000","-1050.00","20210312","01","C-","01","5.43000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   5.50    ","   5.43    ","0.00","0.0000","-3.0000",".AC-0000021C","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210202","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9GNZ","T","-1.0000","-5025.00","20210312","01","C-","01","5.31500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.31000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.31    ","   5.31 1/2","0.00","-1.0000","0.0000",".AC-0000021C","0.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9GOZ","T","-1.0000","-4975.00","20210312","01","C-","01","5.31500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.32000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.32    ","   5.31 1/2","0.00","-1.0000","0.0000",".AC-0000021C","0.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9GIZ","T","-4.0000","-18750.00","20210312","01","C-","01","5.26000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.32250000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.32 1/4","   5.26    ","0.00","-4.0000","0.0000",".AC-0000021C","2.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.40","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9GJZ","T","-1.0000","-4675.00","20210312","01","C-","01","5.26000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.32500000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.32 1/2","   5.26    ","0.00","-1.0000","0.0000",".AC-0000021C","0.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9GKZ","T","-3.0000","-13800.00","20210312","01","C-","01","5.26000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.34000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.34    ","   5.26    ","0.00","-3.0000","0.0000",".AC-0000021C","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9GLZ","T","-2.0000","-18350.00","20210312","01","C-","01","5.26000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.34250000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.34 1/4","   5.26    ","0.00","-2.0000","0.0000",".AC-0000021C","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9L0Z","T","-2.0000","-11275.00","20210312","01","C-","01","5.47000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.34250000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.34 1/4","   5.47    ","0.00","-2.0000","0.0000",".AC-0000021C","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9L1Z","T","-2.0000","-11250.00","20210312","01","C-","01","5.47000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.34500000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.34 1/2","   5.47    ","0.00","-2.0000","0.0000",".AC-0000021C","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20201130","1"," ","1E12 E9LRZ","T","-3.0000","-16200.00","20210312","01","C-","01","5.43000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","4.35000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   4.35    ","   5.43    ","0.00","-3.0000","0.0000",".AC-0000021C","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20201130","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20210118","2"," ","1E12 E9GPZ","T","-2.0000","-50.00","20210312","01","C-","01","5.31500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.32000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   5.32    ","   5.31 1/2","0.00","0.0000","-2.0000",".AC-0000021C","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210118","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20210119","2"," ","1E12 E9GMZ","T","-10.0000","-3000.00","20210312","01","C-","01","5.26000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.32000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   5.32    ","   5.26    ","0.00","0.0000","-10.0000",".AC-0000021C","5.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.00","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210119","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20210129","2"," ","1E12 E9L2Z","T","-4.0000","2400.00","20210312","01","C-","01","5.47000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.35000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   5.35    ","   5.47    ","0.00","0.0000","-4.0000",".AC-0000021C","2.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.40","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210129","0.00000000","  "
"V","G","1T1","XXXXX","U1","202103","0.00000000","20210202","2"," ","1E12 E9LSZ","T","-3.0000","-1050.00","20210312","01","C-","01","5.43000000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAR 21 CBT CORN               ","   5.50    ","   5.43    ","0.00","0.0000","-3.0000",".AC-0000021C","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210202","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210118","1"," ","1A18  4Y70","T","-10.0000","112750.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.32000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.32    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","5.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.00","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210118","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210119","1"," ","1A19 BVMY0","T","-10.0000","112250.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.33000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.33    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","5.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.00","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210119","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210129","1"," ","1A29 C0SR0","T","-5.0000","55875.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.34000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.34    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","2.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210129","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210211","1"," ","1B11 DRRG0","T","-1.0000","11375.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.30000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.30    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","0.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210211","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210212","1"," ","1B12 DYQI0","T","-2.0000","22250.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.35000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.35    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210212","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210217","1"," ","1B17 EFUK0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210217","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210219","1"," ","1B19 DQRQ0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210219","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210223","1"," ","1B23 FU1W0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210223","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210224","1"," ","1B24 E3IJ0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210224","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210225","1"," ","1B25 D2TQ0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210225","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210301","1"," ","1C01 DOSW0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210301","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210302","1"," ","1C02 BOPW0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210302","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210303","1"," ","1C03 DVKO0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210303","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210304","1"," ","1C04 BXVN0","T","-3.0000","31125.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.50000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.50    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210304","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210309","1"," ","1C09 BTMT0","T","-3.0000","110775.00","20210514","01","C-","01","7.57500000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","0.19000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","    .19    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210309","0.00000000","  "
"B","G","1T1","XXXXX","U1","202105","0.00000000","20210408","1"," ","1D08 DL4H0","T","-2.0000","19750.00","20210514","01","C-","  ","7.57500000"," ","    ","  ","     ","   "," ","B","FCSTLUFRAN","5.60000000","GAVILON TEST ACCT   ","MAY 21 CBT CORN               ","   5.60    ","   7.57 1/2","0.00","0.0000","0.0000",".AC-0000021E","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210408","0.00000000"," T"
"B","G","1T1","XXXXX","U1","202107","0.00000000","20210415","1"," ","1D15 DO4K0","T","-1.0000","7262.50","20210714","01","C-","01","7.14750000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.69500000","GAVILON TEST ACCT   ","JUL 21 CBT CORN               ","   5.69 1/2","   7.14 3/4","0.00","0.0000","0.0000",".AC-0000021G","0.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210415","0.00000000","  "
"B","G","1T1","XXXXX","U1","202107","0.00000000","20210415","1"," ","1D15 DPGQ0","T","-5.0000","34937.50","20210714","01","C-","  ","7.14750000"," ","    ","  ","     ","   "," ","B","FCSTLUFRAN","5.75000000","GAVILON TEST ACCT   ","JUL 21 CBT CORN               ","   5.75    ","   7.14 3/4","0.00","0.0000","0.0000",".AC-0000021G","2.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210415","0.00000000"," T"
"B","G","1T1","XXXXX","U1","202107","0.00000000","20210416","1"," ","1D16 CPRK0","T","-2.0000","14100.00","20210714","01","C-","01","7.14750000"," ","TEST","  ","     ","   "," ","B","FCSTLUFRAN","5.73750000","GAVILON TEST ACCT   ","JUL 21 CBT CORN               ","   5.73 3/4","   7.14 3/4","0.00","0.0000","0.0000",".AC-0000021G","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210416","0.00000000","  "
"B","G","1T1","XXXXX","U1","202107","0.00000000","20210420","1"," ","1D20 D2TE0","T","-2.0000","13475.00","20210714","01","C-","  ","7.14750000"," ","    ","  ","     ","   "," ","B","FCSTLUFRAN","5.80000000","GAVILON TEST ACCT   ","JUL 21 CBT CORN               ","   5.80    ","   7.14 3/4","0.00","0.0000","0.0000",".AC-0000021G","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.20","C"," ","C","C"," ","C","C"," "," "," ","C","C","0.0000","0.00","       ","20210420","0.00000000"," T"
